,O.diatom,E.diatom,OoverE.diatom,Onull.diatom,Enull.diatom,OoverE.null.diatom,BC.diatom,BC.null.diatom,Type.diatom,Type.diatom.1,MMI.diatom,Type.null.diatom,MMI.null.diatom,ASCI.diatom,ASCI.null.diatom,O.sba,E.sba,OoverE.sba,Onull.sba,Enull.sba,OoverE.null.sba,BC.sba,BC.null.sba,Type.sba,Type.sba.1,MMI.sba,Type.null.sba,MMI.null.sba,ASCI.sba,ASCI.null.sba,O.hybrid,E.hybrid,OoverE.hybrid,Onull.hybrid,Enull.hybrid,OoverE.null.hybrid,BC.hybrid,BC.null.hybrid,Type.hybrid,Type.hybrid.1,MMI.hybrid,Type.null.hybrid,MMI.null.hybrid,ASCI.hybrid,ASCI.null.hybrid,zed
207R00532_4.29.13_1,9,8.387066907,1.073080744,9,8.674796748,1.037488285,0.099861126,0.147194112,str,Stressed,0.708642168,Stressed,0.708642168,0.890861456,0.873065227,1,4.592900644,0.217727331,1,4.943349754,0.202291978,0.729431867,0.760464153,str,Stressed,0.898402027,Stressed,0.898402027,0.558064679,0.550347002,11,10.24203092,1.07400574,11,10.00478469,1.099473936,0.133711866,0.20022779,str,Stressed,0.683255321,Stressed,0.683255321,0.878630531,0.891364629,207R00532_4.29.13_1
207R00567_4.30.13_1,9,7.722051701,1.165493362,10,8.674796748,1.152764761,0.076422937,0.129299086,str,Stressed,0.607625659,Stressed,0.607625659,0.88655951,0.88019521,0,4.66876429,0,0,4.943349754,0,1,1,str,Stressed,0.791785385,Stressed,0.791785385,0.395892692,0.395892692,9,9.029570821,0.996725113,10,10.00478469,0.99952176,0.18166302,0.271466156,str,Stressed,0.645182458,Stressed,0.645182458,0.820953785,0.822352109,207R00567_4.30.13_1
207R00567_4.30.13_2,9,7.722051701,1.165493362,10,8.674796748,1.152764761,0.076422937,0.129299086,other,Stressed,0.701110247,Stressed,0.701110247,0.933301805,0.926937504,1,4.66876429,0.214189438,1,4.943349754,0.202291978,0.727355883,0.760464153,other,Stressed,0.80481949,Stressed,0.80481949,0.509504464,0.503555734,11,9.029570821,1.218219583,12,10.00478469,1.199426112,0.098376006,0.187866928,other,Stressed,0.724433824,Stressed,0.724433824,0.971326704,0.961929968,207R00567_4.30.13_2
207R00619_4.23.14_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.900813497,NA,0.900813497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.817621115,NA,0.817621115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.909237474,NA,0.909237474,NA,NA,207R00619_4.23.14_1
207R00631_5.16.13_1,8,7.655133432,1.045050367,8,8.674796748,0.922211809,0.09751651,0.178612059,str,Stressed,0.781328153,Stressed,0.781328153,0.91318926,0.851769981,1,2.031766759,0.492182479,1,4.943349754,0.202291978,0.539752447,0.760464153,str,Stressed,0.71918212,Stressed,0.71918212,0.605682299,0.460737049,10,9.219002625,1.084716038,10,10.00478469,0.99952176,0.109235271,0.22195647,str,Stressed,0.657122921,Stressed,0.657122921,0.870919479,0.82832234,207R00631_5.16.13_1
207R00631_5.17.13_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.032375012,0,0,4.943349754,0,1,1,other,Stressed,0.772892953,Stressed,0.772892953,0.386446477,0.386446477,0,9.215785152,0,0,10.00478469,0,1,1,other,Stressed,0.813476214,Stressed,0.813476214,0.406738107,0.406738107,207R00631_5.17.13_2
207R00651_4.21.14_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.734571448,NA,0.734571448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.017392969,NA,1.017392969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.782108637,NA,0.782108637,NA,NA,207R00651_4.21.14_1
207R00788_5.15.13_1,9,8.356265482,1.07703615,9,8.674796748,1.037488285,0.100800904,0.147194112,str,Stressed,0.646439795,Stressed,0.646439795,0.861737972,0.84196404,1,4.65626762,0.214764288,1,4.943349754,0.202291978,0.736985174,0.760464153,str,Stressed,0.86335101,Stressed,0.86335101,0.539057649,0.532821494,11,9.566908103,1.149796766,11,10.00478469,1.099473936,0.121504238,0.20022779,str,Stressed,0.61961423,Stressed,0.61961423,0.884705498,0.859544083,207R00788_5.15.13_1
207R00823_4.23.14_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.768547299,NA,0.768547299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.683576774,NA,0.683576774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.716774731,NA,0.716774731,NA,NA,207R00823_4.23.14_1
207R00843_4.22.14_1,8,7.124496026,1.122886443,8,8.674796748,0.922211809,0.057886489,0.178612059,str,Stressed,0.673627052,Stressed,0.673627052,0.898256747,0.79791943,2,5.175060718,0.386468896,2,4.943349754,0.404583956,0.523530669,0.520397304,str,Stressed,0.741686189,Stressed,0.741686189,0.564077542,0.573135072,10,9.154675141,1.092338051,10,10.00478469,0.99952176,0.110902926,0.22195647,str,Stressed,0.701617313,Stressed,0.701617313,0.896977682,0.850569536,207R00843_4.22.14_1
207R00843_4.22.14_2,7,7.124496026,0.982525638,7,8.674796748,0.806935333,0.119542088,0.250345781,other,Stressed,0.75216914,Stressed,0.75216914,0.867347389,0.779552237,1,5.175060718,0.193234448,1,4.943349754,0.202291978,0.698051998,0.679237464,other,Stressed,0.607301767,Stressed,0.607301767,0.400268107,0.404796873,8,9.154675141,0.873870441,8,10.00478469,0.799617408,0.191137314,0.3101249,other,Stressed,0.75308493,Stressed,0.75308493,0.813477685,0.776351169,207R00843_4.22.14_2
207R00880_5.5.14_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.751080411,NA,0.751080411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.822325463,NA,0.822325463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.812482106,NA,0.812482106,NA,NA,207R00880_5.5.14_1
207SUI070_6.13.13_1,8,7.435644245,1.075898703,9,8.674796748,1.037488285,0.120805629,0.160380251,int,Intermediate,0.954765416,Intermediate,0.954765416,1.015332059,0.99612685,2,5.876157871,0.340358453,2,4.943349754,0.404583956,0.557225067,0.520397304,int,Intermediate,0.974264569,Intermediate,0.974264569,0.657311511,0.689424262,10,11.72299261,0.853024508,11,10.00478469,1.099473936,0.349591332,0.209794989,int,Intermediate,1.047311986,Intermediate,1.047311986,0.950168247,1.073392961,207SUI070_6.13.13_1
207SUI290_6.4.12_1,9,8.888512131,1.012542917,9,8.674796748,1.037488285,0.138517555,0.147194112,rc,Reference,0.730581769,Reference,0.730581769,0.871562343,0.884035027,2,3.777322587,0.529475562,2,4.943349754,0.404583956,0.410697617,0.520397304,rc,Reference,0.92550041,Reference,0.92550041,0.727487986,0.665042183,11,7.713257831,1.426115947,12,10.00478469,1.199426112,0.175637091,0.185040226,rc,Reference,0.836224623,Reference,0.836224623,1.131170285,1.017825367,207SUI290_6.4.12_1
207SUI800_5.5.14_1,9,7.638974756,1.178168575,9,8.674796748,1.037488285,0.081797422,0.147194112,rc,Reference,0.677599846,Reference,0.677599846,0.92788421,0.857544066,2,2.461931615,0.812370249,4,4.943349754,0.809167912,0.273210658,0.421646929,rc,Reference,0.905525488,Reference,0.905525488,0.858947869,0.8573467,11,9.177372688,1.198600119,12,10.00478469,1.199426112,0.09033026,0.190911068,rc,Reference,0.836869467,Reference,0.836869467,1.017734793,1.01814779,207SUI800_5.5.14_1
207SUL200_5.28.14_1,9,7.720137608,1.165782329,11,8.674796748,1.268041237,0.076546164,0.118181818,int,Intermediate,0.945564564,Intermediate,0.945564564,1.055673446,1.1068029,2,3.007897093,0.664916365,3,4.943349754,0.606875934,0.351525155,0.479069767,int,Intermediate,0.861647599,Intermediate,0.861647599,0.763281982,0.734261767,11,8.922890244,1.232784412,12,10.00478469,1.199426112,0.104257451,0.187866928,int,Intermediate,0.948844449,Intermediate,0.948844449,1.09081443,1.07413528,207SUL200_5.28.14_1
207WAL475_6.12.12_1,9,7.76651036,1.158821605,8,8.674796748,0.922211809,0.073568656,0.178612059,int,Intermediate,0.806691487,Intermediate,0.806691487,0.982756546,0.864451648,1,1.524933775,0.655766182,1,4.943349754,0.202291978,0.323106483,0.679237464,int,Intermediate,0.863020459,Intermediate,0.863020459,0.759393321,0.532656218,9,9.205673796,0.977657931,9,10.00478469,0.899569584,0.122790948,0.254783484,int,Intermediate,0.779740264,Intermediate,0.779740264,0.878699098,0.839654924,207WAL475_6.12.12_1
207WHC634_5.29.13_1,9,7.670255122,1.17336384,11,8.674796748,1.268041237,0.079767518,0.118181818,int,Intermediate,0.933807017,Intermediate,0.933807017,1.053585428,1.100924127,2,3.470641176,0.576262396,2,4.943349754,0.404583956,0.405043325,0.520397304,int,Intermediate,1.102164785,Intermediate,1.102164785,0.839213591,0.753374371,11,8.135756522,1.352056194,12,10.00478469,1.199426112,0.14968018,0.187866928,int,Intermediate,0.958621537,Intermediate,0.958621537,1.155338866,1.079023825,207WHC634_5.29.13_1
207WHC634_5.29.13_2,8,7.670255122,1.04299008,9,8.674796748,1.037488285,0.116336354,0.148727384,other,Intermediate,0.867405246,Intermediate,0.867405246,0.955197663,0.952446766,2,3.470641176,0.576262396,2,4.943349754,0.404583956,0.405043325,0.520397304,other,Intermediate,1.102164785,Intermediate,1.102164785,0.839213591,0.753374371,10,8.135756522,1.229141995,11,10.00478469,1.099473936,0.167092645,0.200911162,other,Intermediate,0.906664156,Intermediate,0.906664156,1.067903076,1.003069046,207WHC634_5.29.13_2
304APS_7.6.11_1,7,7.749832985,0.903245272,7,8.674796748,0.806935333,0.151282699,0.243430152,int,Intermediate,1.089083218,Intermediate,1.089083218,0.996164245,0.948009275,2,3.172063682,0.630504366,2,4.943349754,0.404583956,0.343324883,0.520397304,int,Intermediate,1.143807501,Intermediate,1.143807501,0.887155934,0.774195729,9,7.861178879,1.144866456,9,10.00478469,0.899569584,0.158373505,0.267623364,int,Intermediate,1.016631631,Intermediate,1.016631631,1.080749043,0.958100607,304APS_7.6.11_1
304BEP_7.7.11_1,8,8.341267594,0.959086843,8,8.674796748,0.922211809,0.130913141,0.178612059,str,Stressed,1.01231536,Stressed,1.01231536,0.985701101,0.967263584,1,2.098309862,0.476574036,1,4.943349754,0.202291978,0.407816549,0.679237464,str,Stressed,0.929546592,Stressed,0.929546592,0.703060314,0.565919285,9,9.38512431,0.958964389,9,10.00478469,0.899569584,0.166658941,0.254783484,str,Stressed,0.893417133,Stressed,0.893417133,0.926190761,0.896493358,304BEP_7.7.11_1
304BH9_7.21.11_1,8,8.351423744,0.957920499,8,8.674796748,0.922211809,0.156459256,0.206240858,str,Stressed,1.079434897,Stressed,1.079434897,1.018677698,1.000823353,1,4.394067318,0.227579581,1,4.943349754,0.202291978,0.64717125,0.679237464,str,Stressed,0.522357958,Stressed,0.522357958,0.37496877,0.362324968,9,8.78793599,1.024131265,9,10.00478469,0.899569584,0.2356288,0.276435045,str,Stressed,0.956262761,Stressed,0.956262761,0.990197013,0.927916172,304BH9_7.21.11_1
304PS0006_6.17.08_1,8,8.257718105,0.968790639,7,8.674796748,0.806935333,0.165978673,0.243430152,str,Stressed,0.921820786,Stressed,0.921820786,0.945305713,0.86437806,2,3.517337188,0.568611962,2,4.943349754,0.404583956,0.386331537,0.520397304,str,Stressed,0.782273743,Stressed,0.782273743,0.675442853,0.59342885,9,8.669491442,1.038123177,9,10.00478469,0.899569584,0.169631741,0.267623364,str,Stressed,0.912652586,Stressed,0.912652586,0.975387882,0.906111085,304PS0006_6.17.08_1
304PS0006_6.4.08_1,9,8.257718105,1.089889469,10,8.674796748,1.152764761,0.110255384,0.144681469,other,Stressed,0.849002812,Stressed,0.849002812,0.96944614,1.000883786,1,5.400937704,0.185153034,1,4.943349754,0.202291978,0.7031876,0.679237464,other,Stressed,0.462736592,Stressed,0.462736592,0.323944813,0.332514285,9,8.471633171,1.062368946,10,10.00478469,0.99952176,0.165915648,0.238459699,other,Stressed,0.831807233,Stressed,0.831807233,0.94708809,0.915664497,304PS0006_6.4.08_1
304PS0006_6.4.08_2,8,8.257718105,0.968790639,7,8.674796748,0.806935333,0.165978673,0.243430152,other,Stressed,1.173933356,Stressed,1.173933356,1.071361997,0.990434344,1,5.400937704,0.185153034,1,4.943349754,0.202291978,0.7031876,0.679237464,other,Stressed,0.462736592,Stressed,0.462736592,0.323944813,0.332514285,8,8.471633171,0.944327952,8,10.00478469,0.799617408,0.209150931,0.304809992,other,Stressed,0.972432332,Stressed,0.972432332,0.958380142,0.88602487,304PS0006_6.4.08_2
304PS0018_6.4.08_1,8,7.866778456,1.016934701,7,8.674796748,0.806935333,0.119449442,0.243430152,int,Intermediate,0.647667414,Intermediate,0.647667414,0.832301058,0.727301373,2,1.543660816,1.295621408,2,4.943349754,0.404583956,0.128776203,0.520397304,int,Intermediate,0.853572718,Intermediate,0.853572718,1.074597063,0.629078337,9,8.805594405,1.02207751,9,10.00478469,0.899569584,0.159823892,0.267623364,int,Intermediate,0.701894023,Intermediate,0.701894023,0.861985766,0.800731803,304PS0018_6.4.08_1
304PS0146_6.18.12_1,8,7.748053367,1.032517411,8,8.674796748,0.922211809,0.096566776,0.178612059,other,Stressed,0.424118072,Stressed,0.424118072,0.728317741,0.673164941,2,1.546688865,1.29308489,2,4.943349754,0.404583956,0.12781249,0.520397304,other,Stressed,0.863020459,Stressed,0.863020459,1.078052674,0.633802207,10,8.995321988,1.111688944,10,10.00478469,0.99952176,0.109411689,0.22195647,other,Stressed,0.362104531,Stressed,0.362104531,0.736896738,0.680813146,304PS0146_6.18.12_1
304PS0146_7.11.12_1,8,7.748053367,1.032517411,8,8.674796748,0.922211809,0.096566776,0.178612059,str,Stressed,0.626936441,Stressed,0.626936441,0.829726926,0.774574125,2,2.086103464,0.958725219,2,4.943349754,0.404583956,0.190144575,0.520397304,str,Stressed,0.937365339,Stressed,0.937365339,0.948045279,0.670974648,10,8.987039989,1.11271342,10,10.00478469,0.99952176,0.111140889,0.22195647,str,Stressed,0.556113521,Stressed,0.556113521,0.83441347,0.77781764,304PS0146_7.11.12_1
304PS0194_6.18.12_1,8,8.455169506,0.94616672,8,8.674796748,0.922211809,0.153807752,0.206240858,int,Intermediate,0.9588858,Intermediate,0.9588858,0.95252626,0.940548805,1,2.064637487,0.484346529,3,4.943349754,0.606875934,0.415708088,0.52372093,int,Intermediate,0.998462248,Intermediate,0.998462248,0.741404389,0.802669091,8,7.684707912,1.041028506,10,10.00478469,0.99952176,0.25947297,0.262377422,int,Intermediate,0.916769355,Intermediate,0.916769355,0.978898931,0.958145557,304PS0194_6.18.12_1
304PS0253_5.22.14_1,8,8.35256578,0.957789524,8,8.674796748,0.922211809,0.153758544,0.206240858,other,Intermediate,1.034144445,Intermediate,1.034144445,0.995966984,0.978178127,3,2.420664517,1.239329109,6,4.943349754,1.213751868,0.269204438,0.346837722,other,Intermediate,1.161009082,Intermediate,1.161009082,1.200169096,1.187380475,10,8.73259871,1.145134493,12,10.00478469,1.199426112,0.153441688,0.214176995,other,Intermediate,1.133123735,Intermediate,1.133123735,1.139129114,1.166274923,304PS0253_5.22.14_1
304PS0253_6.5.14_1,10,8.35256578,1.197236905,10,8.674796748,1.152764761,0.08976588,0.134523291,int,Intermediate,1.153496183,Intermediate,1.153496183,1.175366544,1.153130472,2,2.437946782,0.820362452,6,4.943349754,1.213751868,0.294241712,0.36169255,int,Intermediate,1.175576766,Intermediate,1.175576766,0.997969609,1.194664317,11,8.743476419,1.258080822,12,10.00478469,1.199426112,0.11429211,0.190911068,int,Intermediate,1.139547341,Intermediate,1.139547341,1.198814082,1.169486727,304PS0253_6.5.14_1
304PS0274_6.4.14_1,9,8.06942779,1.115320718,9,8.674796748,1.037488285,0.115870728,0.147194112,str,Stressed,1.006154845,Stressed,1.006154845,1.060737782,1.021821565,6,5.674091826,1.057437945,6,4.943349754,1.213751868,0.320349937,0.343686698,str,Stressed,0.85749023,Stressed,0.85749023,0.957464088,1.035621049,15,10.37056439,1.446401511,13,10.00478469,1.299378288,0.226431101,0.176788686,str,Stressed,0.88022039,Stressed,0.88022039,1.16331095,1.089799339,304PS0274_6.4.14_1
304SCM_7.21.11_1,8,8.387879885,0.953757101,9,8.674796748,1.037488285,0.154710258,0.18399264,other,NA,1.002899915,NA,1.002899915,0.978328508,1.0201941,3,3.37936677,0.887740279,4,4.943349754,0.809167912,0.328958741,0.41063068,other,NA,1.027159583,NA,1.027159583,0.957449931,0.918163748,11,8.667668418,1.26908408,12,10.00478469,1.199426112,0.196415295,0.211132855,other,NA,1.018348153,NA,1.018348153,1.143716117,1.108887133,304SCM_7.21.11_1
304SL9_7.21.11_1,8,8.237569999,0.971160185,8,8.674796748,0.922211809,0.137714954,0.178612059,str,Stressed,0.895876087,Stressed,0.895876087,0.933518136,0.909043948,5,4.766023505,1.049092602,5,4.943349754,1.01145989,0.33058673,0.38518702,str,Stressed,0.864591969,Stressed,0.864591969,0.956842286,0.93802593,10,9.641839259,1.037146517,11,10.00478469,1.099473936,0.193535696,0.20501139,str,Stressed,0.7739995,Stressed,0.7739995,0.905573008,0.936736718,304SL9_7.21.11_1
304SL9_7.21.11_2,8,8.237569999,0.971160185,8,8.674796748,0.922211809,0.137714954,0.178612059,other,Stressed,0.988240452,Stressed,0.988240452,0.979700318,0.95522613,6,4.766023505,1.258911122,7,4.943349754,1.416043847,0.296200998,0.320272221,other,Stressed,0.892034131,Stressed,0.892034131,1.075472627,1.154038989,11,9.641839259,1.140861168,12,10.00478469,1.199426112,0.181488509,0.195477278,other,Stressed,0.947904932,Stressed,0.947904932,1.04438305,1.073665522,304SL9_7.21.11_2
304SOU_7.6.11_1,9,8.423387281,1.068453782,9,8.674796748,1.037488285,0.111285281,0.147194112,str,Stressed,0.951315513,Stressed,0.951315513,1.009884648,0.994401899,2,5.74071105,0.348388899,2,4.943349754,0.404583956,0.545350182,0.520397304,str,Stressed,0.637481325,Stressed,0.637481325,0.492935112,0.521032641,11,11.96903033,0.919038527,11,10.00478469,1.099473936,0.250869962,0.20022779,str,Stressed,0.740092342,Stressed,0.740092342,0.829565434,0.919783139,304SOU_7.6.11_1
304SPC236_6.28.10_1,9,8.303642801,1.083861652,8,8.674796748,0.922211809,0.142287009,0.206240858,int,Intermediate,0.925972967,Intermediate,0.925972967,1.004917309,0.924092388,2,2.022998319,0.988631568,2,4.943349754,0.404583956,0.201461696,0.520397304,int,Intermediate,1.106763118,Intermediate,1.106763118,1.047697343,0.755673537,9,8.211838916,1.095978634,10,10.00478469,0.99952176,0.138692017,0.242525712,int,Intermediate,1.004509812,Intermediate,1.004509812,1.050244223,1.002015786,304SPC236_6.28.10_1
304SVC_7.21.11_1,8,8.402062161,0.952147205,9,8.674796748,1.037488285,0.127293697,0.157927016,other,NA,1.04730623,NA,1.04730623,0.999726718,1.042397258,3,2.160129497,1.388805627,3,4.943349754,0.606875934,0.162761517,0.438139535,other,NA,0.958644426,NA,0.958644426,1.173725026,0.78276018,11,9.442940583,1.164891371,12,10.00478469,1.199426112,0.184724998,0.192433138,other,NA,0.936234704,NA,0.936234704,1.050563037,1.067830408,304SVC_7.21.11_1
304WDCAH1_6.29.10_1,9,8.234703,1.092935592,9,8.674796748,1.037488285,0.106053679,0.147194112,rc,Reference,1.192573779,Reference,1.192573779,1.142754686,1.115031032,1,4.522819322,0.221101028,1,4.943349754,0.202291978,0.66025379,0.679237464,rc,Reference,0.735604745,Reference,0.735604745,0.478352886,0.468948362,10,10.43007515,0.958765863,10,10.00478469,0.99952176,0.306767526,0.230327673,rc,Reference,1.164123846,Reference,1.164123846,1.061444854,1.081822803,304WDCAH1_6.29.10_1
304ZAY_7.7.11_1,7,8.070759199,0.867328566,7,8.674796748,0.806935333,0.204814805,0.243430152,str,Stressed,0.903921648,Stressed,0.903921648,0.885625107,0.85542849,2,5.266028696,0.379792841,2,4.943349754,0.404583956,0.520034591,0.520397304,str,Stressed,0.932424333,Stressed,0.932424333,0.656108587,0.668504145,9,10.81657197,0.832056591,9,10.00478469,0.899569584,0.309212224,0.267623364,str,Stressed,0.724326767,Stressed,0.724326767,0.778191679,0.811948176,304ZAY_7.7.11_1
305BRI_7.20.11_1,9,10.01697062,0.898475232,8,8.674796748,0.922211809,0.174362873,0.210791484,other,NA,0.850249025,NA,0.850249025,0.874362128,0.886230417,6,7.163188302,0.837615842,5,4.943349754,1.01145989,0.350776527,0.39459995,other,NA,0.98593373,NA,0.98593373,0.911774786,0.99869681,12,13.9249838,0.861760428,9,10.00478469,0.899569584,0.227893653,0.25755287,other,NA,0.869016594,NA,0.869016594,0.865388511,0.884293089,305BRI_7.20.11_1
305CLCSBR_6.11.08_1,3,8.949513941,0.335213736,3,8.674796748,0.345829428,0.591086558,0.574280409,int,Intermediate,0.775143815,Intermediate,0.775143815,0.555178775,0.560486622,4,4.763539886,0.839711663,4,4.943349754,0.809167912,0.390914569,0.41063068,int,Intermediate,1.010346789,Intermediate,1.010346789,0.925029226,0.909757351,5,11.4431265,0.436943522,6,10.00478469,0.599713056,0.517824118,0.444544096,int,Intermediate,0.867153286,Intermediate,0.867153286,0.652048404,0.733433171,305CLCSBR_6.11.08_1
305COR2_7.21.11_1,8,7.741660552,1.03337003,8,8.674796748,0.922211809,0.09392603,0.178612059,str,Stressed,0.760776482,Stressed,0.760776482,0.897073256,0.841494146,1,5.878273481,0.170117978,1,4.943349754,0.202291978,0.716636761,0.679237464,str,Stressed,0.689279885,Stressed,0.689279885,0.429698932,0.445785932,9,9.186742213,0.97967264,9,10.00478469,0.899569584,0.17855386,0.254783484,str,Stressed,0.743223892,Stressed,0.743223892,0.861448266,0.821396738,305COR2_7.21.11_1
305LGCACR_7.16.08_1,11,9.0186059,1.219700708,11,8.674796748,1.268041237,0.098977627,0.118181818,rc,Reference,0.911658983,Reference,0.911658983,1.065679845,1.08985011,3,2.585355293,1.160382099,7,4.943349754,1.416043847,0.224897783,0.329346257,rc,Reference,1.082001111,Reference,1.082001111,1.121191605,1.249022479,13,10.11603141,1.285088932,13,10.00478469,1.299378288,0.124760541,0.173876872,rc,Reference,1.082473698,Reference,1.082473698,1.183781315,1.190925993,305LGCACR_7.16.08_1
305LGCBRC_6.30.10_1,10,8.62243257,1.159765521,10,8.674796748,1.152764761,0.073973549,0.134523291,rc,Reference,1.230511742,Reference,1.230511742,1.195138631,1.191638251,3,2.986667663,1.004463951,3,4.943349754,0.606875934,0.289243903,0.438139535,rc,Reference,0.883494948,Reference,0.883494948,0.94397945,0.745185441,12,9.570345601,1.253873214,12,10.00478469,1.199426112,0.11263864,0.185040226,rc,Reference,1.035761601,Reference,1.035761601,1.144817408,1.117593856,305LGCBRC_6.30.10_1
305PS0034_6.17.08_1,8,9.244457963,0.86538335,8,8.674796748,0.922211809,0.174968068,0.178612059,str,Stressed,0.74031092,Stressed,0.74031092,0.802847135,0.831261364,3,6.190103065,0.484644596,3,4.943349754,0.606875934,0.485966682,0.470387597,str,Stressed,0.900216326,Stressed,0.900216326,0.692430461,0.75354613,11,13.34041338,0.824562154,10,10.00478469,0.99952176,0.278954754,0.22195647,str,Stressed,0.84898648,Stressed,0.84898648,0.836774317,0.92425412,305PS0034_6.17.08_1
305PS0057_6.16.09_1,8,9.486328607,0.843318878,8,8.674796748,0.922211809,0.191365462,0.206240858,str,Stressed,0.613362354,Stressed,0.613362354,0.728340616,0.767787081,2,6.187355605,0.323239867,2,4.943349754,0.404583956,0.572938303,0.520397304,str,Stressed,0.977423952,Stressed,0.977423952,0.650331909,0.691003954,10,14.77652874,0.676748929,10,10.00478469,0.99952176,0.312087323,0.242525712,str,Stressed,0.698257027,Stressed,0.698257027,0.687502978,0.848889394,305PS0057_6.16.09_1
305PS0061_6.17.09_1,10,8.360622288,1.196083217,11,8.674796748,1.268041237,0.089287699,0.118181818,str,Stressed,0.878663841,Stressed,0.878663841,1.037373529,1.073352539,4,5.815772386,0.687784826,4,4.943349754,0.809167912,0.390312226,0.419443679,str,Stressed,1.100162267,Stressed,1.100162267,0.893973547,0.95466509,14,12.5861153,1.112336862,12,10.00478469,1.199426112,0.211326379,0.187866928,str,Stressed,0.96854446,Stressed,0.96854446,1.040440661,1.083985286,305PS0061_6.17.09_1
305SSCAUC_6.29.10_1,8,8.303125109,0.963492648,8,8.674796748,0.922211809,0.156179465,0.223468227,rc,Reference,1.104906821,Reference,1.104906821,1.034199735,1.013559315,1,2.05044276,0.487699544,2,4.943349754,0.404583956,0.416155889,0.59702022,rc,Reference,1.031375527,Reference,1.031375527,0.759537536,0.717979742,9,9.715750633,0.926330897,8,10.00478469,0.799617408,0.181113957,0.304809992,rc,Reference,1.006049103,Reference,1.006049103,0.96619,0.902833255,305SSCAUC_6.29.10_1
305UVCASC_6.29.10_1,10,8.558222067,1.168466993,10,8.674796748,1.152764761,0.077689443,0.134523291,rc,Reference,1.368874461,Reference,1.368874461,1.268670727,1.260819611,2,1.579272794,1.266405657,4,4.943349754,0.809167912,0.117545443,0.428807491,rc,Reference,1.15295653,Reference,1.15295653,1.209681093,0.981062221,11,9.036195011,1.217326539,11,10.00478469,1.099473936,0.098012871,0.20022779,rc,Reference,1.253050171,Reference,1.253050171,1.235188355,1.176262053,305UVCASC_6.29.10_1
307CE0094_6.12.12_1,10,8.588272907,1.164378462,11,8.674796748,1.268041237,0.07594719,0.118181818,rc,Reference,0.940485968,Reference,0.940485968,1.052432215,1.104263603,2,1.975867251,1.01221375,4,4.943349754,0.809167912,0.213986825,0.413935555,rc,Reference,1.071544859,Reference,1.071544859,1.041879304,0.940356386,11,9.004094288,1.221666461,13,10.00478469,1.299378288,0.09977486,0.179492512,rc,Reference,1.007382574,Reference,1.007382574,1.114524517,1.153380431,307CE0094_6.12.12_1
307CE0094_6.12.12_2,12,11.62466295,1.032287994,10,8.674796748,1.152764761,0.123181289,0.134523291,other,Reference,1.116186392,Reference,1.116186392,1.074237193,1.134475576,2,1.475175329,1.355771047,4,4.943349754,0.809167912,0.151021063,0.413935555,other,Reference,1.101364634,Reference,1.101364634,1.22856784,0.955266273,12,12.07465604,0.993817129,12,10.00478469,1.199426112,0.151241409,0.190911068,other,Reference,1.110354934,Reference,1.110354934,1.052086032,1.154890523,307CE0094_6.12.12_2
307CMRADC_5.20.14_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,5.757469927,1.563186628,9,4.943349754,1.820627803,0.219721273,0.290937997,rv,Reference,1.211071457,Reference,1.211071457,1.387129043,1.51584963,8,12.45053491,0.642542675,4,10.00478469,0.399808704,0.472985492,0.611889306,rv,Reference,1.051863854,Reference,1.051863854,0.847203264,0.725836279,307CMRADC_5.20.14_1
307CMRADC_5.20.14_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,5.757469927,1.563186628,9,4.943349754,1.820627803,0.219721273,0.290937997,other,Reference,1.229204828,Reference,1.229204828,1.396195728,1.524916316,8,12.45053491,0.642542675,4,10.00478469,0.399808704,0.472985492,0.611889306,other,Reference,1.041129013,Reference,1.041129013,0.841835844,0.720468858,307CMRADC_5.20.14_2
307CMRADC_6.22.10_1,8,8.404885013,0.951827418,9,8.674796748,1.037488285,0.146277496,0.157927016,other,Reference,0.961338234,Reference,0.961338234,0.956582826,0.999413259,3,5.873717403,0.510749802,3,4.943349754,0.606875934,0.489700157,0.450542636,other,Reference,0.993170395,Reference,0.993170395,0.751960098,0.800023165,12,13.30849335,0.901679828,12,10.00478469,1.199426112,0.290477456,0.198303979,other,Reference,1.004478956,Reference,1.004478956,0.953079392,1.101952534,307CMRADC_6.22.10_1
